OriginAirportCode,Month,DayofMonth,CRSDepHour,DayOfWeek,Carrier,DestAirportCode,WindSpeed,SeaLevelPressure,HourlyPrecip
SJC,7,23,9,2,WN,BUR,3,29,0
PHL,7,28,17,7,WN,DEN,0,29,0
ABQ,7,12,9,5,WN,PHX,9,29,0
IAH,7,9,9,2,EV,JAX,7,30,0
SFO,7,24,15,3,OO,BUR,22,29,0
SAT,7,18,11,4,WN,DAL,13,29,0
RIC,7,19,12,5,AA,DFW,8,30,0
CMH,7,20,13,6,FL,RSW,8,29,0
HOU,7,11,12,4,WN,DAL,8,29,0
PHX,7,11,21,4,WN,LAS,5,29,0
MCO,7,2,17,2,DL,ATL,7,30,0
BOS,7,9,18,2,AA,JFK,6,30,0
CLT,7,26,13,5,US,DFW,8,30,0
SMF,7,12,19,5,WN,DEN,10,29,0
CLT,7,22,22,1,YV,CLE,8,29,0
CLT,7,31,16,3,US,TPA,9,30,0
EWR,7,19,19,5,UA,SAN,17,29,0
SMF,7,28,16,7,US,PHX,11,29,0
ATL,7,13,9,6,DL,BDL,16,30,0
LGA,7,18,18,4,US,CLT,8,29,0
ORD,7,13,11,6,9E,JFK,7,30,0
IND,7,16,20,2,WN,DEN,6,30,0
SEA,7,27,7,6,UA,SFO,9,30,0
SEA,7,11,14,4,UA,IAH,6,30,0
CLT,7,22,7,1,YV,RIC,5,29,0
CLT,7,2,20,2,US,MCO,10,30,0
ATL,7,15,16,1,DL,MEM,21,30,0
IAH,7,10,7,3,AA,MIA,0,30,0
ABQ,7,1,16,1,OO,LAX,31,29,0
ORD,7,3,17,3,OO,SAT,5,30,0
ATL,7,30,15,2,DL,DCA,3,30,0
OGG,7,15,21,1,UA,SFO,7,30,0
BNA,7,9,18,2,DL,DTW,5,30,0
JFK,7,21,10,7,AA,SFO,9,29,0
DCA,7,3,17,3,FL,MKE,14,30,0
SEA,7,22,12,1,AS,LAX,5,29,0
RDU,7,27,19,6,DL,ATL,3,29,0
PVD,7,28,18,7,US,CLT,10,30,0
LGA,7,22,8,1,UA,IAH,14,29,0
MIA,7,14,16,7,US,PHL,15,30,0
PHX,7,20,20,6,US,PDX,11,29,0
LAS,7,24,14,3,WN,PHL,8,29,0
SEA,7,10,17,3,VX,SFO,7,30,0
PHX,7,16,18,2,OO,SLC,11,29,0
IAD,7,15,6,1,WN,DEN,0,30,0
MCO,7,17,19,3,B6,BUF,8,30,0
BOS,7,8,7,1,AA,ORD,8,29,0
MIA,7,4,12,4,AA,LGA,15,30,0
MSP,7,31,7,3,DL,SLC,3,30,0
IAD,7,16,17,2,YV,IND,7,30,0
DCA,7,1,10,1,B6,BOS,8,29,0
PHX,7,16,19,2,WN,BUR,23,29,0
FLL,7,18,10,4,DL,ATL,0,29,0
ATL,7,25,14,4,FL,MDW,5,29,0
MDW,7,13,5,6,FL,ATL,6,30,0
BWI,7,3,8,3,WN,CLT,5,30,0
CLT,7,11,9,4,YV,CVG,0,29,0
ORD,7,8,7,1,MQ,EWR,10,29,0
ORD,7,2,13,2,MQ,BUF,13,30,0
OKC,7,26,6,5,DL,ATL,6,29,0
PIT,7,15,10,1,US,CLT,6,30,0
ORD,7,19,10,5,9E,MSP,17,29,0
SFO,7,14,12,7,DL,ATL,18,29,0
SAN,7,2,17,2,WN,SFO,8,29,0
TPA,7,3,14,3,FL,ATL,13,30,0
MCO,7,14,8,7,WN,BWI,5,29,0
ATL,7,8,20,1,DL,LGA,5,30,0
BOS,7,17,9,3,DL,ATL,5,30,0
SLC,7,21,15,7,OO,BUR,6,29,0
MSY,7,15,15,1,B6,BOS,5,30,0
PHX,7,17,13,3,WN,SAN,5,29,0
PBI,7,2,15,2,US,PHL,16,30,0
LAS,7,22,17,1,WN,ABQ,6,29,0
BNA,7,22,13,1,WN,MDW,9,29,0
PHL,7,23,16,2,UA,ORD,13,29,0
LAX,7,15,7,1,UA,DEN,5,29,0
JAX,7,30,17,2,WN,FLL,5,29,0
BOS,7,24,14,3,US,LGA,11,29,0
HNL,7,30,11,2,YV,OGG,8,30,0
PDX,7,11,17,4,WN,LAS,7,29,0
PDX,7,14,7,7,WN,SMF,0,30,0
CLE,7,8,16,1,WN,MDW,13,30,0
EWR,7,3,8,3,UA,SEA,3,30,0
DTW,7,3,19,3,DL,ATL,6,30,0
JFK,7,25,19,4,9E,JAX,7,30,0
SLC,7,24,9,3,OO,SAT,0,29,0
BWI,7,15,15,1,WN,BOS,5,30,0
ORD,7,3,14,3,VX,SFO,5,30,0
EWR,7,4,7,4,UA,PDX,9,29,0
DTW,7,5,15,5,DL,BOS,0,30,0
RDU,7,1,7,1,WN,BNA,10,29,0
DTW,7,19,21,5,9E,PVD,11,29,0
LAS,7,24,13,3,B6,JFK,7,29,0
OAK,7,19,22,5,B6,IAD,14,29,0
LAX,7,19,8,5,VX,IAD,6,29,0
MCO,7,8,8,1,WN,ATL,9,30,0
ATL,7,12,13,5,DL,PHL,8,29,0
IAH,7,19,7,5,UA,LGA,5,30,0
FLL,7,3,14,3,US,CLT,21,30,0
MCO,7,18,10,4,FL,CMH,10,30,0
MCO,7,24,17,3,DL,MEM,11,29,0
SNA,7,14,12,7,AA,DFW,8,29,0
LAS,7,5,9,5,UA,LAX,8,29,0
SEA,7,5,11,5,AS,STL,8,30,0
IAH,7,25,21,4,UA,SAT,9,30,0
SFO,7,12,18,5,OO,ONT,21,29,0
MSP,7,5,14,5,DL,LAX,14,29,0
LAS,7,16,16,2,WN,SDF,15,29,0
IAH,7,26,10,5,EV,BNA,8,30,0
LAX,7,19,7,5,OO,DFW,0,29,0
SFO,7,13,6,6,UA,ORD,9,29,0
CLE,7,2,8,2,UA,SFO,3,30,0
LGA,7,9,7,2,UA,IAH,0,30,0
DTW,7,14,10,7,9E,CVG,8,30,0
JAX,7,24,13,3,EV,EWR,11,29,0
BWI,7,28,9,7,WN,ATL,7,29,0
ATL,7,14,13,7,DL,MCO,9,29,0
SLC,7,28,20,7,DL,MCI,22,29,0
PVD,7,10,7,3,WN,BWI,6,29,0
LGA,7,3,19,3,US,DCA,14,29,0
JFK,7,3,21,3,DL,SJU,8,30,0
MCO,7,27,20,6,FL,STL,6,29,0
BOS,7,22,8,1,B6,PDX,6,30,0
SAT,7,17,11,3,AA,DFW,14,30,0
BWI,7,1,20,1,WN,MCO,5,29,0
ATL,7,11,15,4,DL,EWR,7,29,0
SEA,7,30,15,2,AS,ANC,5,30,0
PHX,7,11,8,4,US,IAH,13,29,0
IAD,7,2,12,2,YV,RDU,15,29,0
TUS,7,10,6,3,OO,DEN,6,29,0
IAD,7,26,6,5,AA,MIA,0,30,0
SJC,7,14,12,7,AA,DFW,8,29,0
LGA,7,13,15,6,MQ,RDU,15,30,0
PVD,7,27,13,6,WN,MDW,13,30,0
PDX,7,29,9,1,DL,MSP,0,30,0
MDW,7,11,17,4,WN,LAX,9,30,0
BWI,7,1,18,1,WN,PVD,11,29,0
DCA,7,11,9,4,AA,DFW,7,29,0
LGA,7,3,19,3,UA,IAH,8,29,0
MSY,7,27,15,6,OO,IAH,5,29,0
IAH,7,26,10,5,EV,PIT,8,30,0
CLT,7,16,18,2,US,LAX,3,30,0
TPA,7,21,10,7,FL,PHL,6,30,0
ORD,7,12,19,5,AA,DFW,9,30,0
LAS,7,31,11,3,AA,MIA,11,29,0
CLT,7,19,18,5,US,EWR,10,30,0
BWI,7,28,7,7,DL,SLC,0,29,0
LAS,7,28,9,7,WN,MCO,3,29,0
LAX,7,22,23,1,UA,IAH,7,29,0
BUR,7,10,9,3,WN,LAS,0,29,0
SFO,7,27,18,6,UA,LAX,20,29,0
BOS,7,10,15,3,B6,DCA,15,29,0
SLC,7,1,8,1,DL,ATL,0,29,0
SAT,7,8,6,1,WN,DEN,5,30,0
LGA,7,3,14,3,DL,DTW,9,30,0
RSW,7,20,17,6,F9,DEN,0,30,0
PVD,7,10,15,3,WN,MCO,17,29,0
LAX,7,4,7,4,WN,STL,0,29,0
MSP,7,21,9,7,EV,OMA,13,29,0
IAD,7,29,11,1,EV,ATL,3,30,0
DTW,7,13,14,6,9E,CLE,5,30,0
ATL,7,26,13,5,DL,BNA,8,29,0
MSP,7,5,13,5,9E,CMH,11,29,0
SFO,7,12,6,5,UA,DEN,0,29,0
MIA,7,20,17,6,AA,SJU,9,29,0
PHX,7,20,22,6,YV,TUS,11,29,0
TPA,7,26,6,5,B6,JFK,3,29,0
CLT,7,3,6,3,US,LGA,7,29,0
IND,7,7,12,7,WN,BWI,8,30,0
HOU,7,26,21,5,WN,MCO,10,29,0
DCA,7,7,19,7,UA,IAH,11,30,0
SFO,7,1,17,1,DL,HNL,21,29,0
LAS,7,15,15,1,UA,IAH,3,29,0
BOS,7,26,14,5,WN,BWI,15,29,0
BWI,7,3,14,3,FL,FLL,7,30,0
MDW,7,22,6,1,WN,MCI,5,29,0
BNA,7,11,5,4,EV,EWR,0,29,0
SJU,7,29,11,1,B6,FLL,9,30,0
SEA,7,8,17,1,AA,DFW,8,30,0
RDU,7,11,6,4,DL,DTW,9,29,0
BWI,7,28,11,7,WN,MDW,8,29,0
EWR,7,10,7,3,AA,DFW,9,29,0
RNO,7,18,7,4,AA,ORD,0,30,0
IAH,7,14,11,7,EV,OKC,5,29,0
MSP,7,14,10,7,9E,CVG,9,30,0
JFK,7,20,14,6,B6,FLL,21,29,0
MCO,7,3,13,3,B6,EWR,8,30,0
STL,7,29,13,1,WN,DAL,11,30,0
ATL,7,25,17,4,FL,MEM,10,29,0
LAS,7,27,7,6,WN,LAX,6,29,0
PHX,7,1,16,1,US,SNA,14,29,0
IAH,7,5,13,5,OO,SAT,13,29,0
PHX,7,15,13,1,US,CLT,5,29,0
LAX,7,30,16,2,DL,JFK,16,30,0
ORD,7,4,6,4,YV,BUF,0,29,0
EWR,7,10,7,3,DL,ATL,9,29,0
MDW,7,30,21,2,WN,HOU,6,30,0
IAD,7,16,19,2,UA,DFW,7,30,0
EWR,7,1,21,1,UA,BOS,8,29,0
SFO,7,15,10,1,UA,DFW,10,29,0
OAK,7,31,16,3,WN,PHX,14,30,0
SAN,7,1,8,1,WN,BNA,6,29,0
CLT,7,16,14,2,US,PIT,6,30,0
PHL,7,19,12,5,AA,MIA,16,29,0
SEA,7,11,5,4,UA,DEN,7,30,0
SLC,7,24,20,3,WN,OAK,0,29,0
PDX,7,25,21,4,WN,SMF,13,30,0
ATL,7,31,13,3,DL,PHX,6,30,0
BWI,7,27,6,6,WN,BOS,5,30,0
LAX,7,28,10,7,AA,OGG,6,29,0
ATL,7,3,18,3,DL,MSY,9,30,0
ORD,7,11,13,4,UA,RDU,10,30,0
TPA,7,2,10,2,WN,BDL,5,30,0
FLL,7,26,17,5,B6,BOS,9,29,0
LAX,7,25,11,4,OO,SFO,9,29,0
LGA,7,10,18,3,MQ,BNA,11,29,0
MDW,7,22,13,1,WN,BOS,5,29,0
SAT,7,15,7,1,DL,ATL,9,29,0
PHX,7,8,23,1,US,STL,10,29,0
PHX,7,23,15,2,WN,DEN,8,29,0
LAX,7,18,16,4,WN,SJC,14,29,0
PHX,7,7,7,7,US,PDX,6,29,0
DTW,7,17,13,3,DL,ATL,7,30,0
BOS,7,21,12,7,B6,BUF,11,29,0
BOS,7,20,19,6,B6,OAK,13,29,0
BWI,7,30,22,2,WN,PVD,0,30,0
JFK,7,22,17,1,AA,SFO,10,29,0
FLL,7,24,8,3,AS,SEA,6,29,0
LAX,7,2,11,2,DL,MSP,8,29,0
LAS,7,23,9,2,WN,BWI,3,29,0
DAL,7,31,12,3,WN,HOU,8,30,0
CLT,7,15,10,1,US,JAX,7,29,0
MIA,7,27,21,6,AA,ORD,5,30,0
SAN,7,19,9,5,AA,ORD,7,29,0
LAX,7,30,9,2,AA,JFK,6,30,0
ATL,7,5,10,5,DL,BWI,6,30,0
ORD,7,8,17,1,AA,DFW,8,29,0
LAX,7,25,10,4,UA,IAD,6,29,0
DCA,7,7,14,7,DL,ATL,14,29,0
ORD,7,9,9,2,US,PHL,10,29,0
SAN,7,13,20,6,B6,JFK,5,29,0
SEA,7,2,20,2,VX,LAX,7,30,0
LGB,7,14,17,7,OO,SEA,5,29,0
LAS,7,28,21,7,B6,JFK,14,29,0
PHL,7,30,15,2,FL,PBI,11,30,0
MSP,7,16,15,2,DL,LGA,13,30,0
PHL,7,25,8,4,US,BOS,11,29,0
PHL,7,8,13,1,WN,MDW,15,30,0
SEA,7,3,23,3,AA,ORD,0,30,0
BWI,7,17,18,3,MQ,ORD,5,30,0
RDU,7,11,20,4,MQ,LGA,3,29,0
BWI,7,7,10,7,UA,IAH,8,30,0
BWI,7,28,9,7,WN,MKE,7,29,0
TUS,7,18,17,4,OO,PHX,7,29,0
ATL,7,24,8,3,WN,BWI,7,29,0
PVD,7,16,6,2,WN,TPA,9,30,0
CLT,7,20,13,6,US,DFW,8,30,0
CLT,7,8,18,1,MQ,ORD,5,30,0
PHX,7,13,14,6,WN,LAX,5,29,0
SJU,7,21,7,7,WN,MCO,7,30,0
SAN,7,3,9,3,OO,LAX,7,29,0
LGA,7,4,9,4,DL,DTW,9,30,0
SAT,7,7,14,7,WN,DEN,10,29,0
PIT,7,10,6,3,DL,LGA,0,29,0
RDU,7,3,19,3,DL,ATL,8,30,0
PVD,7,27,16,6,US,CLT,13,30,0
MDW,7,21,8,7,WN,PHX,8,29,0
PHL,7,1,15,1,US,CLT,10,29,0
DTW,7,22,8,1,DL,SFO,7,29,0
ATL,7,23,8,2,DL,BNA,10,29,0
DAL,7,1,6,1,WN,HOU,8,29,0
EWR,7,27,17,6,EV,BNA,11,29,0
SAN,7,8,6,1,MQ,LAX,3,29,0
SFO,7,14,12,7,UA,ORD,18,29,0
PHX,7,19,19,5,WN,BUR,11,29,0
JFK,7,11,9,4,VX,LAX,13,29,0
ORD,7,30,19,2,MQ,PIT,0,30,0
DAL,7,25,18,4,WN,ABQ,8,29,0
LAX,7,21,11,7,UA,DEN,10,29,0
MCO,7,19,13,5,UA,IAD,9,30,0
STL,7,8,20,1,WN,OKC,6,29,0
LAX,7,6,8,6,AA,DFW,3,29,0
MSY,7,3,6,3,DL,ATL,6,29,0
MCO,7,2,16,2,B6,DCA,9,30,0
LGA,7,17,16,3,MQ,DTW,8,30,0
AUS,7,18,10,4,YV,IAD,6,29,0
DTW,7,19,18,5,FL,ATL,18,29,0
ORD,7,18,13,4,AA,DCA,11,30,0
ATL,7,10,19,3,DL,SJC,8,29,0
JFK,7,4,7,4,DL,DTW,7,30,0
CLT,7,15,9,1,YV,ORD,3,30,0
CLT,7,2,15,2,YV,CLE,14,30,0
PHX,7,14,18,7,US,MSP,8,29,0
SMF,7,12,9,5,OO,DEN,5,29,0
EWR,7,11,17,4,EV,DTW,9,29,0
PHX,7,13,7,6,AA,DFW,5,29,0
SLC,7,20,16,6,DL,DCA,6,29,0
ATL,7,10,17,3,DL,JFK,8,29,0
DTW,7,27,21,6,9E,CVG,7,29,0
PDX,7,31,20,3,US,PHX,6,30,0
DTW,7,21,22,7,9E,IND,3,29,0
JFK,7,21,9,7,AA,SJU,8,29,0
MCO,7,3,13,3,F9,DEN,13,29,0
IAH,7,17,8,3,UA,EWR,9,29,0
SFO,7,21,18,7,UA,LAX,16,29,0
MDW,7,9,13,2,WN,RDU,9,29,0
HOU,7,16,8,2,WN,MDW,9,30,0
SLC,7,21,14,7,F9,DEN,7,29,0
ATL,7,5,16,5,FL,MCO,7,29,0
TPA,7,18,11,4,US,CLT,9,30,0
SLC,7,3,15,3,OO,TUS,9,29,0
ATL,7,2,8,2,DL,MSP,9,29,0
BOS,7,12,7,5,B6,DCA,20,30,0
PVD,7,16,8,2,WN,MCO,10,30,0
STL,7,27,12,6,EV,EWR,13,29,0
AUS,7,8,6,1,WN,DEN,0,30,0
LAS,7,5,13,5,AA,DFW,18,29,0
SFO,7,12,22,5,UA,EWR,14,29,0
BOS,7,28,6,7,B6,PIT,5,29,0
CLT,7,16,9,2,US,RDU,6,30,0
BWI,7,31,19,3,US,CLT,7,30,0
PHL,7,16,6,2,UA,ORD,7,30,0
MCO,7,25,7,4,UA,DEN,14,29,0
PVD,7,5,16,5,US,CLT,16,30,0
HOU,7,2,9,2,DL,ATL,8,30,0
CLE,7,23,15,2,EV,CMH,3,29,0
SAN,7,3,21,3,WN,SFO,5,29,0
MCO,7,31,16,3,WN,CLT,7,30,0
BOS,7,12,20,5,B6,SEA,8,30,0
IAH,7,11,6,4,US,PHX,0,30,0
ABQ,7,16,18,2,WN,DAL,26,29,0
CLT,7,16,16,2,US,PHX,5,30,0
BOS,7,24,15,3,FL,MCO,11,29,0
MCO,7,24,10,3,B6,JFK,11,29,0
ORD,7,26,6,5,UA,TPA,5,29,0
BOS,7,29,12,1,VX,SFO,13,30,0
LAX,7,29,14,1,WN,LAS,11,30,0
RDU,7,2,11,2,EV,IAH,9,30,0
LAX,7,25,12,4,OO,SAN,10,29,0
ATL,7,8,20,1,AA,DFW,5,30,0
DTW,7,10,6,3,MQ,LGA,9,29,0
PDX,7,21,10,7,DL,SLC,5,29,0
OGG,7,9,12,2,HA,OAK,28,30,0
ATL,7,2,22,2,DL,ORF,8,30,0
SAN,7,10,10,3,US,PHX,8,29,0
SLC,7,19,11,5,DL,SNA,6,29,0
PIT,7,7,17,7,EV,MEM,5,30,0
ATL,7,27,16,6,DL,PHL,7,29,0
DTW,7,17,10,3,DL,PHL,8,30,0
IAH,7,30,17,2,UA,LAX,10,30,0
PHL,7,11,11,4,US,BOS,8,29,0
ATL,7,23,22,2,DL,IND,6,29,0
ABQ,7,22,10,1,WN,DAL,5,29,0
FLL,7,2,17,2,US,PHX,8,30,0
SLC,7,6,20,6,OO,LGB,21,29,0
ATL,7,22,12,1,FL,SJU,13,30,0
MEM,7,29,8,1,OO,SLC,6,30,0
SMF,7,26,12,5,US,PHX,7,29,0
RDU,7,11,15,4,9E,BWI,0,29,0
ATL,7,16,11,2,DL,MIA,13,29,0
PDX,7,14,12,7,AS,ANC,10,30,0
LGA,7,26,18,5,US,DCA,9,29,0
MDW,7,28,21,7,WN,PVD,6,30,0
SAN,7,28,15,7,AA,DFW,8,29,0
PHL,7,16,10,2,US,FLL,13,30,0
PHL,7,22,20,1,US,DEN,9,29,0
MIA,7,21,21,7,AA,LAX,3,30,0
EWR,7,28,9,7,UA,SJU,8,29,0
LGA,7,3,6,3,WN,MDW,8,30,0
PHX,7,4,14,4,WN,MDW,10,29,0
SAN,7,25,9,4,WN,SMF,7,30,0
ORD,7,6,6,6,UA,TPA,0,30,0
ATL,7,1,10,1,FL,PHL,6,29,0
BOS,7,27,20,6,B6,LAS,13,30,0
IND,7,26,13,5,EV,CLE,8,30,0
LAX,7,24,13,3,VX,BOS,15,29,0
PHX,7,7,16,7,AA,DFW,5,29,0
LAX,7,19,16,5,AS,SEA,11,29,0
ATL,7,14,9,7,DL,SEA,9,29,0
SNA,7,30,18,2,OO,SLC,9,30,0
HOU,7,30,11,2,WN,LAX,8,30,0
ATL,7,14,19,7,DL,ORD,10,29,0
OMA,7,8,19,1,MQ,ORD,9,29,0
ORD,7,6,10,6,AA,LGA,5,30,0
MSY,7,9,6,2,DL,LGA,0,30,0
SMF,7,14,7,7,UA,IAD,3,29,0
CLT,7,19,11,5,US,BWI,6,29,0
ATL,7,31,13,3,EV,BNA,6,30,0
ATL,7,12,17,5,EV,EWR,9,29,0
SAT,7,8,12,1,DL,ATL,13,30,0
EWR,7,29,6,1,EV,MSP,6,29,0
LAX,7,25,20,4,UA,SFO,9,29,0
ATL,7,15,16,1,DL,LGA,21,30,0
SEA,7,16,20,2,AS,ANC,6,29,0
JFK,7,27,16,6,DL,DTW,14,30,0
CLT,7,14,8,7,US,SJU,22,30,0
ORD,7,10,10,3,AA,PDX,9,29,0
SLC,7,28,20,7,DL,PHX,7,29,0
MIA,7,30,20,2,AA,ORD,11,30,0
ATL,7,28,20,7,FL,BUF,5,29,0
IAD,7,15,12,1,OO,ORF,7,30,0
FLL,7,1,12,1,WN,TPA,21,29,0
SAN,7,8,11,1,WN,SMF,11,29,0
BOS,7,19,8,5,B6,DEN,10,29,0
LAX,7,12,16,5,OO,SJC,17,29,0
MCO,7,3,19,3,UA,DEN,6,30,0
ATL,7,10,19,3,F9,DEN,8,29,0
ORD,7,2,17,2,MQ,CLT,15,30,0
BOS,7,24,9,3,EV,RDU,7,29,0
CLT,7,30,9,2,US,IND,10,30,0
OKC,7,16,18,2,AA,DFW,34,29,0
ATL,7,17,17,3,DL,DTW,16,29,0
BOS,7,23,16,2,US,DCA,8,29,0
MSY,7,2,10,2,FL,ATL,9,29,0
ATL,7,9,8,2,WN,SDF,5,29,0
JFK,7,21,15,7,UA,SFO,9,29,0
DAL,7,15,6,1,WN,MCI,5,29,0
FLL,7,20,11,6,DL,JFK,11,30,0
RIC,7,31,15,3,EV,IAD,6,30,0
LAX,7,10,11,3,OO,SAT,9,29,0
LGB,7,20,11,6,B6,OAK,7,29,0
BOS,7,28,7,7,AA,DFW,6,29,0
MEM,7,7,13,7,DL,DTW,6,30,0
MDW,7,27,15,6,WN,PIT,15,29,0
IAH,7,13,14,6,EV,DAL,3,29,0
MCO,7,14,18,7,US,DCA,10,30,0
PHL,7,13,11,6,US,MCO,0,30,0
SFO,7,7,9,7,UA,ORD,5,29,0
BWI,7,6,17,6,WN,BUF,8,30,0
SEA,7,1,19,1,AS,ANC,5,29,0
PHX,7,27,13,6,WN,BWI,3,29,0
LGA,7,30,11,2,US,CLT,11,30,0
SLC,7,17,15,3,OO,ABQ,9,29,0
MCO,7,29,17,1,US,PHL,16,29,0
LAX,7,17,12,3,VX,SJC,11,30,0
LGA,7,3,12,3,9E,IAD,7,30,0
SDF,7,18,16,4,WN,LAS,14,29,0
MCO,7,19,10,5,AA,JFK,3,30,0
MCO,7,12,14,5,UA,ORD,7,29,0
PHX,7,25,8,4,WN,RNO,0,29,0
BWI,7,22,9,1,WN,RDU,0,29,0
LGA,7,15,8,1,FL,ATL,9,30,0
MCO,7,16,18,2,B6,BOS,9,30,0
JFK,7,13,10,6,UA,SFO,7,29,0
RSW,7,11,11,4,FL,ATL,3,30,0
SFO,7,10,7,3,VX,SEA,3,29,0
AUS,7,6,8,6,WN,EWR,0,29,0
CLT,7,22,18,1,US,IAH,10,29,0
CLT,7,11,14,4,US,LGA,6,29,0
BWI,7,1,13,1,WN,SLC,3,29,0
STL,7,25,9,4,DL,MSP,0,30,0
LGA,7,23,11,2,DL,MCO,6,29,0
BOS,7,5,17,5,WN,MDW,17,30,0
OGG,7,28,20,7,UA,LAX,16,29,0
ORD,7,21,19,7,UA,FLL,13,29,0
SMF,7,11,17,4,OO,DEN,15,29,0
BOS,7,10,9,3,B6,SJU,8,29,0
BWI,7,24,17,3,US,CLT,9,29,0
ATL,7,27,10,6,DL,PHL,6,29,0
PBI,7,4,7,4,B6,BOS,17,30,0
LAX,7,10,15,3,WN,DEN,3,29,0
PBI,7,5,14,5,B6,JFK,17,29,0
BOS,7,1,6,1,DL,ATL,7,29,0
HOU,7,31,8,3,WN,BNA,7,30,0
LGA,7,23,14,2,DL,ATL,10,29,0
MEM,7,3,14,3,EV,LGA,3,29,0
MEM,7,26,8,5,DL,LAS,3,30,0
SFO,7,23,10,2,OO,SAT,14,30,0
ORD,7,4,11,4,AA,DFW,0,30,0
IAD,7,2,20,2,UA,FLL,7,30,0
CLE,7,19,18,5,UA,SFO,16,29,0
ORD,7,4,12,4,OO,MKE,7,30,0
JFK,7,20,21,6,B6,TPA,9,29,0
CLE,7,22,8,1,EV,DFW,3,29,0
MSY,7,21,15,7,WN,BNA,8,30,0
RDU,7,2,11,2,EV,IAH,8,29,0
SLC,7,29,9,1,OO,OKC,10,29,0
LAS,7,4,21,4,AS,PDX,13,29,0
SJC,7,19,18,5,AS,PDX,11,29,0
STL,7,17,17,3,DL,ATL,0,30,0
RDU,7,1,7,1,9E,BWI,10,29,0
LAX,7,22,12,1,OO,RNO,13,29,0
SEA,7,27,7,6,AS,PHX,8,29,0
LAX,7,8,6,1,UA,JFK,5,29,0
ATL,7,8,19,1,WN,BWI,14,30,0
CMH,7,7,20,7,WN,MDW,7,30,0
CLE,7,15,8,1,UA,LAS,6,30,0
LAS,7,10,20,3,WN,OAK,6,29,0
SLC,7,14,16,7,OO,SFO,10,29,0
ATL,7,26,6,5,WN,HOU,8,30,0
IAH,7,18,12,4,OO,RSW,9,30,0
LAX,7,20,10,6,OO,PDX,0,29,0
CLT,7,20,20,6,US,TPA,5,29,0
SAT,7,24,9,3,WN,DAL,10,29,0
AUS,7,25,8,4,WN,PHX,5,29,0
ATL,7,3,10,3,DL,ORD,7,29,0
MCO,7,29,17,1,FL,PIT,16,29,0
FLL,7,26,12,5,WN,TPA,8,30,0
BWI,7,16,20,2,WN,FLL,3,30,0
OAK,7,20,15,6,WN,SLC,18,29,0
ATL,7,27,8,6,DL,TPA,6,29,0
OAK,7,11,6,4,WN,PHX,7,29,0
SDF,7,26,20,5,EV,ORD,7,29,0
ATL,7,2,13,2,DL,EWR,13,30,0
LAX,7,5,14,5,UA,IAH,9,29,0
LAS,7,25,7,4,WN,RNO,0,29,0
ATL,7,8,16,1,DL,CMH,8,30,0
CLT,7,20,22,6,US,RDU,0,30,0
BOS,7,25,12,4,US,CLT,15,30,0
CLT,7,5,7,5,WN,BWI,6,29,0
MCO,7,31,13,3,FL,STL,5,30,0
EWR,7,30,7,2,UA,DEN,9,30,0
IAH,7,4,20,4,EV,DAL,11,29,0
TPA,7,12,17,5,FL,BWI,5,29,0
IAH,7,15,15,1,9E,CVG,11,29,0
MEM,7,21,19,7,DL,SEA,6,29,0
SFO,7,23,13,2,VX,LAX,17,29,0
MEM,7,24,13,3,MQ,ORD,9,29,0
MDW,7,17,7,3,WN,DTW,5,30,0
IAH,7,18,11,4,OO,MSP,11,30,0
AUS,7,3,11,3,WN,HOU,0,29,0
MDW,7,26,21,5,WN,MSP,10,29,0
LGA,7,11,12,4,US,CLT,9,29,0
SFO,7,17,14,3,VX,SEA,22,30,0
ORD,7,25,19,4,UA,DEN,9,30,0
JFK,7,2,17,2,UA,LAX,15,30,0
SEA,7,5,11,5,WN,BNA,8,29,0
HOU,7,21,14,7,WN,DEN,14,29,0
DTW,7,15,8,1,DL,DEN,3,30,0
LAS,7,7,7,7,VX,LAX,7,29,0
SJC,7,15,7,1,AA,ORD,7,29,0
IAH,7,21,9,7,UA,RNO,6,29,0
ATL,7,26,8,5,FL,MEM,7,30,0
MSY,7,2,7,2,FL,ATL,11,29,0
LAX,7,28,8,7,WN,RNO,5,29,0
RSW,7,11,11,4,WN,BWI,3,29,0
CLT,7,19,9,5,DL,DTW,3,30,0
HOU,7,12,20,5,WN,TPA,11,29,0
FLL,7,24,15,3,WN,TPA,9,29,0
SEA,7,25,15,4,OO,PDX,5,30,0
ATL,7,12,17,5,DL,MEM,22,29,0
MSY,7,2,17,2,WN,STL,6,29,0
ATL,7,19,15,5,FL,PHL,6,30,0
PBI,7,11,17,4,DL,ATL,3,29,0
ORD,7,29,21,1,AA,AUS,7,30,0
LGA,7,23,7,2,WN,HOU,11,29,0
SAT,7,26,10,5,WN,LAX,6,29,0
CLE,7,30,7,2,UA,RSW,0,30,0
ATL,7,31,7,3,FL,LGA,13,30,0
ORD,7,12,14,5,EV,CVG,10,30,0
MSY,7,15,19,1,WN,TPA,0,30,0
LAX,7,24,19,3,WN,LAS,14,29,0
ORD,7,3,7,3,MQ,PIT,5,29,0
SDF,7,3,16,3,EV,DEN,10,30,0
SLC,7,16,9,2,OO,ABQ,13,29,0
BNA,7,6,10,6,WN,RDU,3,29,0
ATL,7,26,15,5,FL,MSP,6,30,0
PHL,7,4,11,4,DL,ATL,15,30,0
ORD,7,16,11,2,AA,LGA,8,30,0
